sumber,bab,pasal,ayat,tahun_terbit,status,chunk_index,kategori,page_content
Peraturan_Akademik_2023,4,9,2,2023,berlaku,99,penerimaan mahasiswa program sarjana dan sarjana terapan,Syarat bagi calon mahasiswa kelas kerjasama ditetapkan berdasarkan Memorandum of Understanding (MoU) dan Perjanjian Kerja Sama (PKS). Bagian Ketiga Daya Tampung
Peraturan_Akademik_2023,4,10,1,2023,berlaku,100,penerimaan mahasiswa program sarjana dan sarjana terapan,"Daya tampung pada setiap program studi ditetapkan dalam Keputusan Rektor UPN “Veteran” Jawa Timur dengan memperhatikan kemampuan sarana, prasarana, dan sumber daya manusia yang dimiliki,"
Peraturan_Akademik_2023,4,10,2,2023,berlaku,101,penerimaan mahasiswa program sarjana dan sarjana terapan,Jumlah mahasiswa yang diterima pada setiap program studi mengikuti ketentuan yang diatur dalam Keputusan Rektor UPN “Veteran” Jawa Timur tentang daya tampung:
Peraturan_Akademik_2023,4,10,3,2023,berlaku,102,penerimaan mahasiswa program sarjana dan sarjana terapan,"Penggunaan sarana dan prasarana serta sumber daya yang ada di Fakultas diatur dengan mempertimbangkan pemanfaatan bersama, baik untuk pemanfaatan oleh internal fakultas maupun oleh universitas secara keseluruhan. Bagian Keempat Lolos Seleksi"
Peraturan_Akademik_2023,4,11,1,2023,berlaku,103,penerimaan mahasiswa program sarjana dan sarjana terapan,"Calon mahasiswa dinyatakan lolos seleksi apabila memenuhi ketentuan yang dipersyaratkan, baik dalam seleksi nasional dan/atau seleksi mandiri,"
Peraturan_Akademik_2023,4,11,2,2023,berlaku,104,penerimaan mahasiswa program sarjana dan sarjana terapan,"Calon mahasiswa yang dinyatakan lulus seleksi harus melakukan registrasi administratif dan registrasi akademik sesuai dengan jadwal yang telah ditetapkan oleh universitas,"
Peraturan_Akademik_2023,4,11,3,2023,berlaku,105,penerimaan mahasiswa program sarjana dan sarjana terapan,Calon mahasiswa yang tidak melakukan registrasi administratif sesuai dengan jadwal yang ditetapkan dianggap mengundurkan diri:
Peraturan_Akademik_2023,4,11,4,2023,berlaku,106,penerimaan mahasiswa program sarjana dan sarjana terapan,"Peserta yang sudah dinyatakan lulus seleksi tidak dapat menunda kuliah,"
Peraturan_Akademik_2023,4,11,5,2023,berlaku,107,penerimaan mahasiswa program sarjana dan sarjana terapan,"Seorang calon mahasiswa mempunyai status resmi sebagai mahasiswa UPN “Veteran” Jawa Timur adalah setelah dilantik pada upacara Penerimaan Mahasiswa Baru (PMB) dalam sidang Senat Terbuka,"
Peraturan_Akademik_2023,4,11,6,2023,berlaku,108,penerimaan mahasiswa program sarjana dan sarjana terapan,"Tata cara penerimaan program sarjana dan sarjana terapan diatur dalam Keputusan Rektor tentang Pedoman Penerimaan Mahasiswa Baru UPN “Veteran” Jawa Timur, dan biaya pendidikan diatur dalam Keputusan Rektor UPN “Veteran” Jawa Timur. Bagian Kelima Status Ganda"
Peraturan_Akademik_2023,4,12,1,2023,berlaku,109,penerimaan mahasiswa program sarjana dan sarjana terapan,"Mahasiswa tidak diperkenankan terdaftar pada 2 (dua) program studi atau lebih pada Perguruan Tinggi Negeri (PTN), kecuali yang bersangkutan mengikutiprogram - yang diselenggarakan oleh Pemerintah Indonesia melalui Kementerian Pendidikan dan Kebudayaan,"
Peraturan_Akademik_2023,4,12,2,2023,berlaku,110,penerimaan mahasiswa program sarjana dan sarjana terapan,"Apabila seorang mahasiswa diketahui terdaftar pada lebih dari satu program studi sebagaimana dimaksud pada ayat (1) di atas, Wakil Rektor Bidang Akademik (WR I) akan mengirimkan surat teguran kepada yang bersangkutan untuk segera menentukan program studi pilihannya dengan tembusan kepada Dekan,"
Peraturan_Akademik_2023,4,12,3,2023,berlaku,111,penerimaan mahasiswa program sarjana dan sarjana terapan,"Pemberitahuan tertulis tentang pilihan mahasiswa sebagaimana dimaksud pada ayat (2) di atas disampaikan oleh mahasiswa kepada Wakil Rektor Bidang Akademik (WR I) dengan tembusan kepada Dekan selambat- lambatnya 20 (dua puluh) hari kerja terhitung sejak surat teguran tertulis diterbitkan,"
Peraturan_Akademik_2023,4,12,4,2023,berlaku,112,penerimaan mahasiswa program sarjana dan sarjana terapan,"Universitas akan menerbitkan Keputusan Rektor UPN “Veteran” Jawa Timur tentang pengunduran diri mahasiswa dari salah satu program studi,"
Peraturan_Akademik_2023,4,12,5,2023,berlaku,113,penerimaan mahasiswa program sarjana dan sarjana terapan,"Apabila pilihan program studi tidak disampaikan dalam batas waktu yang ditentukan, pihak universitas akan menerbitkan Keputusan Rektor UPN “Veteran” Jawa Timur tentang pemutusan hubungan studi."
Peraturan_Akademik_2023,5,13,1,2023,berlaku,114,kurikulum,"Kurikulum program sarjana dan sarjana terapan dirancang untuk mencetak lulusan dengan kompetensi yang sesuai dengan rumusan capaian pembelajaran minimal, yaitu setara dengan jenjang 6 (enam) kualifikasi pada KKNI,"
Peraturan_Akademik_2023,5,13,2,2023,berlaku,115,kurikulum,"Kurikulum program sarjana dan sarjana terapan dilaksanakan berbasis capaian pembelajaran lulusan yang memuat kompetensi utama, minimal : a) Menguasai konsep teoretis bidang pengetahuan dan keterampilan tertentu secara umum dan khusus untuk menyelesaikan masalah secara prosedural sesuai dengan lingkup pekerjaaannya: dan b) Mampu beradaptasi terhadap situasi perubahan yang dihadapi."
Peraturan_Akademik_2023,5,13,3,2023,berlaku,116,kurikulum,"Kurikulum program sarjana dan sarjana terapan dilaksanakan berbasis capaian pembelajaran lulusan yang memuat kompetensi utama minimal: a) Mampu menerapkan konsep teoretis bidang pengetahuan dan keterampilan tertentu secara umum dan khusus untuk menyelesaikan masalah secara prosedural sesuai dengan lingkup pekerjaannya, dan b) Mampu beradaptasi terhadap situasi perubahan yang dihadapi."
Peraturan_Akademik_2023,5,13,4,2023,berlaku,117,kurikulum,"Peninjauan kurikulum dapat dilakukan sesuai dengan perkembangan ilmu pengetahuan, teknologi, humaniora, dan seni atau dievaluasi secara teratur dalam kurun waktu tiga hingga lima tahun oleh program studi dan disetujui oleh senat fakultas,"
Peraturan_Akademik_2023,5,13,5,2023,berlaku,118,kurikulum,"Kurikulum ditetapkan dalam Keputusan Dekan UPN “Veteran” Jawa Timur setelah memperoleh pertimbangan dari Senat Fakultas,"
Peraturan_Akademik_2023,5,13,6,2023,berlaku,119,kurikulum,Mekanisme penyusunan dan peninjauan kurikulum diatur dalam pedoman yang ditetapkan dalam Surat Keputusan Rektor.
Peraturan_Akademik_2023,5,14,1,2023,berlaku,120,kurikulum,"Struktur kurikulum program studi terdiri atas: a. mata kuliah wajib adalah mata kuliah yang harus dicakup dalam suatu program studi yang dirumuskan untuk mencapai kompetensi utama, b. mata kuliah pilihan adalah mata kuliah yang dipilih mahasiswa dari mata kuliah di dalam dan/atau luar program studinya untuk memperluas wawasan dan sekaligus memenuhi persyaratan beban minimal suatu jenjang pendidikan."
Peraturan_Akademik_2023,5,14,2,2023,berlaku,121,kurikulum,"Mata kuliah wajib nasional terdiri atas: a. Agama, b. Pancasila, c. Bahasa Indonesia, d. Kewarganegaraan."
Peraturan_Akademik_2023,5,14,3,2023,berlaku,122,kurikulum,"Mata kuliah wajib universitas terdiri atas: a. Bahasa Inggris, b. Bela Negara, c. Kewirausahaan, d. Kepemimpinan."
Peraturan_Akademik_2023,5,14,4,2023,berlaku,123,kurikulum,Jumlah SKS untuk Mata Kuliah Wajib Nasional dan Mata Kuliah Wajib Universitas adalah: a. Agama 2 SKS b. Pancasila 2 SKS c. Bahasa Indonesia 2 SKS d. Kewarganegaraan 2 SKS e. Bahasa Inggris 3 SKS f. Bela Negara 3 SKS g. Kewirausahaan 3 SKS h. Kepempimpinan 2 SKS
Peraturan_Akademik_2023,5,14,5,2023,berlaku,124,kurikulum,"Mata kuliah pilihan sebagaimana dimaksud ayat (1) butir b, dapat berupa: a. sekumpulan mata kuliah yang terdapat dalam kelompok mata kuliah peminatan lain, b.sekumpulan mata kuliah yang dipilih dari berbagai program studi/fakultas lain."
Peraturan_Akademik_2023,5,14,6,2023,berlaku,125,kurikulum,"Mata kuliah wajib pada suatu program studi harus sama, baik kelas reguler, kelas internasional, maupun kelas kerjasama,"
Peraturan_Akademik_2023,5,14,7,2023,berlaku,126,kurikulum,"Setiap mahasiswa wajib lulus semua mata kuliah baik mata kuliah wajib maupun mata kuliah pilihan yang tercakup dalam struktur kurikulum program studi,"
Peraturan_Akademik_2023,5,14,8,2023,berlaku,127,kurikulum,"Setiap mahasiswa dapat memilih perpaduan antara: a. mata kuliah wajib dan mata kuliah pilihan pada program studi tersebut, atau b.mata kuliah wajib dan mata kuliah yang dipilih dari berbagai program studi/fakultas lain baik di dalam maupun di luar UPN “Veteran” Jawa Timur."
Peraturan_Akademik_2023,5,14,9,2023,berlaku,128,kurikulum,"Perpaduan apapun yang dipilih oleh mahasiswa, jumlah SKS yang boleh diambil harus dalam batas beban studi untuk program sarjana dan sarjana terapan,"
Peraturan_Akademik_2023,5,14,10,2023,berlaku,129,kurikulum,"Beban ekuivalen dalam bentuk SKS untuk mata kuliah wajib program studi tidak termasuk tugas akhir/ skripsi,"
Peraturan_Akademik_2023,6,15,1,2023,berlaku,130,kemampuan berbahasa inggris,"Mahasiswa program sarjana dan sarjana terapan dipersyaratkan memiliki kemampuan bahasa Inggris yang baik dan benar sesuai standar minimal international atau institusional, sebagai berikut: International Certificate JETSET Level 4 - Pearson-LCCI - UK (yang setara dengan IBT-TOEFL 57-86) atau Institusional Certificate English Proficiency Test/ EPT 450 - LC-UPN “Veteran” Jawa Timur (yang setara dengan ITP-TOEFL 450),"
Peraturan_Akademik_2023,6,15,2,2023,berlaku,131,kemampuan berbahasa inggris,"Mahasiswa baru wajib melakukan tes kemampuan awal berbahasa Inggris di Laboratorium Bahasa Unit Pendukung Akademik-Bahasa UPN “Veteran” Jawa Timur,"
Peraturan_Akademik_2023,6,15,3,2023,berlaku,132,kemampuan berbahasa inggris,Kemampuan berbahasa Inggris sebagaimana tersebut pada ayat satu (1) digunakan sebagai syarat untuk tugas akhir (skripsi):
Peraturan_Akademik_2023,6,15,4,2023,berlaku,133,kemampuan berbahasa inggris,Kemampuan berbahasa Inggris digunakan sebagai syarat untuk mengikuti seleksi program akademik dan non- akademik di tingkat nasional/internasional sesuai dengan persyaratan yang ditetapkan oleh penyelenggara program.
Peraturan_Akademik_2023,7,16,1,2023,berlaku,134,masa dan beban belajar,"Program pendidikan sarjana dan sarjana terapan dari SMA atau sederajat dirancang dengan masa tempuh kurikulum 8 (delapan) semester dengan masa studi maksimal 14 (empat belas) semester,"
Peraturan_Akademik_2023,7,16,2,2023,berlaku,135,masa dan beban belajar,"Mahasiswa program sarjana dan sarjana terapan wajib mengambil : a) Semester 1 (satu) dan semester 2 (dua) paling banyak 20 (dua puluh) SKS atau paket, dan b) Semester 3 (tiga) dan seterusnya paling banyak 24 (dua puluh empat ) SKS. c) Bagi mahasiswa yang mempunyai prestasi luar biasa dapat menempuh beban belajar 144 SKS termasuk tugas akhir atau skripsi kurang dari 4 tahun, d) Mahasiswa yang telah mencapai batas studi 7 tahun (14 Semester) dan belum menyelesaikan studinya akan diputus studinya dan dinyatakan drop out (DO): e) Program studi melalui Gugus Penjaminan Mutu Program Studi melakukan evaluasi dan analisis setiap semester terhadap masa studi dan beban studi mahasiswa sebagai bagian dari implementasi penjaminan mutu,"
Peraturan_Akademik_2023,7,17,1,2023,berlaku,136,masa dan beban belajar,"Pemenuhan masa dan beban belajar sebagaimana yang dimaksud pada pasal 16 ayat (1) dapat dilaksanakan dengan cara: a. mengikuti seluruh proses pembelajaran dalam Program Studi pada Perguruan Tinggi sesuai masa dan beban belajar, atau b. mengikuti proses pembelajaran di dalam Program Studi untuk memenuhi sebagian masa dan beban belajar dan sisanya mengikuti proses pembelajaran di luar Program Studi."
Peraturan_Akademik_2023,7,17,2,2023,berlaku,137,masa dan beban belajar,Prodi dan Fakultas wajib memfasilitasi pelaksanaan pemenuhan masa dan beban belajar dalam proses pembelajaran sebagaimana dimaksud pada ayat (1).
Peraturan_Akademik_2023,7,17,3,2023,berlaku,138,masa dan beban belajar,"Fasilitasi oleh Prodi dan Fakultas untuk pemenuhan masa dan beban belajar dalam proses sebagaimana dimaksud pada ayat (1) huruf b dengan cara sebagai berikut: a. paling sedikit 4 (empat) semester dan paling lama 11 (sebelas) semester merupakan pembelajaran di dalam Program Studi, b. 1 (satu) semester atau setara dengan 20 (dua puluh) sks merupakan pembelajaran di luar Program Studi pada Perguruan Tinggi yang sama, dan c. paling lama 2 (dua) semester atau setara dengan 40 (empat puluh) SKS merupakan: 1. Pembelajaran pada Program Studi yang sama di Perguruan Tinggi yang berbeda, 2. Pembelajaran pada Program Studi yang berbeda di Perguruan Tinggi yang berbeda, dan/atau 3. Pembelajaran di luar Perguruan Tinggi."
Peraturan_Akademik_2023,7,17,4,2023,berlaku,139,masa dan beban belajar,"Program Studi Sarjana Terapan wajib melaksanakan kegiatan magang di dunia usaha, dunia industri, atau dunia kerja yang relevan selama 1 (satu) semester atau setara dengan 20 (dua puluh) SKS."
Peraturan_Akademik_2023,8,18,1,2023,berlaku,140,proses pembelajaran,"Proses pembelajaran terdiri dari: perencanaan, pelaksanaan dan evaluasi hasil pembelajaran,"
Peraturan_Akademik_2023,8,18,2,2023,berlaku,141,proses pembelajaran,"Proses pembelajaran sebagaimana yang dimaksud dalam ayat (1) diselenggarakan dalam 2 (dua) semester per tahun akademik, yaitu Semester Gasal dan Semester Genap,"
Peraturan_Akademik_2023,8,18,3,2023,berlaku,142,proses pembelajaran,"Dalam satu semester proses pembelajaran dilaksanakan efektif selama paling sedikit 16 (enam belas) minggu, termasuk evaluasi tengah semester dan evaluasi akhir semester,"
Peraturan_Akademik_2023,8,18,4,2023,berlaku,143,proses pembelajaran,"Proses pembelajaran sebagaimana dimaksud dalam ayat (1) dilakukan dengan mengikuti kalender akademik yang ditetapkan oleh universitas,"
Peraturan_Akademik_2023,8,18,5,2023,berlaku,144,proses pembelajaran,Mahasiswa wajib melakukan registrasi administrasi dan akademik untuk mengikuti proses pembelajaran sebagaimana yang dimaksud dalam ayat (1):
Peraturan_Akademik_2023,8,18,6,2023,berlaku,145,proses pembelajaran,"Proses pembelajaran sebagaimana yang dimaksud dalam ayat (1) dapat dilakukan di dalam Program Studi dan di luar Program Studi,"
Peraturan_Akademik_2023,8,18,7,2023,berlaku,146,proses pembelajaran,Program studi melalui Gugus Penjaminan Mutu Program Studi melakukan evaluasi dan analisis terhadap proses pembelajaran sebagai upaya perbaikan berkelanjutan dalam implementasi penjaminan mutu. Bagian Kesatu Kalender Akademik
Peraturan_Akademik_2023,8,19,1,2023,berlaku,147,proses pembelajaran,"Kalender akademik sebagaimana yang dimaksud dalam pasal 18 ayat (4) merupakan pedoman yang wajib ditaati oleh fakultas/program studi dan sivitas akademika di lingkungan Universitas dalam melaksanakan Tri Dharma Perguruan Tinggi,"
Peraturan_Akademik_2023,8,19,2,2023,berlaku,148,proses pembelajaran,"Kalender akademik sebagaimana dimaksud pada ayat (1) di atas diterbitkan 1 (satu) kali dalam setahun dalam bentuk Keputusan Rektor UPN “Veteran” Jawa Timur, dan sekurang-kurangnya memuat: a.masa pendaftaran, ujian seleksi, pengumuman hasil seleksi penerimaan mahasiswa baru b.jadwal registrasi (administratif dan akademik) mahasiswa baru, c. jadwal kegiatan awal mahasiswa baru (Rapat Terbuka Senat Penerimaan Mahasiswa Baru, dan Pengenalan Kehidupan Kampus Mahasiswa Baru/PKKMB), d. jadwal registrasi administrasi dan akademik mahasiswa lama, e. periode perkuliahan, f jadwal Evaluasi Tengah Semester (ETS) dan Evaluasi Akhir Semester (EAS): g. jadwal KKN: h. periode ujian tugas akhir/skripsi: i. jadwal yudisium dan wisuda. Bagian Kedua Perencanaan Pembelajaran"
Peraturan_Akademik_2023,8,20,1,2023,berlaku,149,proses pembelajaran,Perencanaan pembelajaran sebagaimana yang dimaksud pada pasal 18 ayat (l) disusun untuk setiap mata kuliah dan disajikan dalam Rencana Pembelajaran Semester (RPS):
Peraturan_Akademik_2023,8,20,2,2023,berlaku,150,proses pembelajaran,Rencana Pembelajaran Semester (RPS) ditetapkan dan dikembangkan oleh Dosen secara mandiri atau bersama dalam kelompok keahlian suatu bidang ilmu pengetahuan dan/atau teknologi dalam Program Studi.
Peraturan_Akademik_2023,8,20,3,2023,berlaku,151,proses pembelajaran,"Rencana Pembelajaran Semester paling sedikit memuat: a. nama Program Studi, nama dan kode mata kuliah, semester, sks, nama dosen pengampu, b. capaian pembelajaran lulusan yang dibebankan pada mata kuliah, Cc. kemampuan akhir yang direncanakan pada tiap tahap pembelajaran untuk memenuhi capaian pembelajaran, d. bahan kajian yang terkait dengan kemampuan yang akan dicapai: e. metode pembelajaran, £ waktu yang disediakan untuk mencapai kemampuan pada tiap tahap pembelajaran, g. pengalaman belajar mahasiswa yang diwujudkan dalam deskripsi tugas yang harus dikerjakan oleh mahasiswa selama satu semester, h. kriteria, indikator, dan bobot penilaian, dan i. /(daftar referensi yang digunakan."
Peraturan_Akademik_2023,8,20,4,2023,berlaku,152,proses pembelajaran,"Pemantauan dan evaluasi pelaksanaan RPS dilakukan oleh Gugus Penjaminan Mutu Program Studi dibawah tanggung Koordinator Program Studi sebagai bagian dari proses penjaminan mutu,"
Peraturan_Akademik_2023,8,20,5,2023,berlaku,153,proses pembelajaran,"Rencana Pembelajaran Semester wajib ditinjau dan disesuaikan secara berkala dengan perkembangan ilmu pengetahuan, teknologi, humaniora dan seni. Bagian Ketiga Sistem Perkuliahan"
Peraturan_Akademik_2023,8,21,1,2023,berlaku,154,proses pembelajaran,"Setiap menjelang akhir semester, fakultas/ program studi menetapkan jadwal kuliah untuk menjalankan suatu kurikulum,"
Peraturan_Akademik_2023,8,21,2,2023,berlaku,155,proses pembelajaran,"Jadwal kuliah sebagaimana dimaksud pada ayat (1) di atas setidaknya mencakup: a. nama mata kuliah dan kelas, b. koordinator mata kuliah, c. hari dan jam kuliah, d, tempat/ ruang kuliah, e. dosen pengampu,"
Peraturan_Akademik_2023,8,21,3,2023,berlaku,156,proses pembelajaran,"Jadwal Mata Kuliah Umum ditetapkan lebih dahulu oleh Universitas setelah itu Mata Kuliah yang ada di Prodi yang ditetapkan oleh Fakultas,"
Peraturan_Akademik_2023,8,21,4,2023,berlaku,157,proses pembelajaran,"Suatu mata kuliah dapat diselenggarakan dalam beberapa kelas,"
Peraturan_Akademik_2023,8,21,5,2023,berlaku,158,proses pembelajaran,"Perkuliahan dilakukan secara tatap muka langsung (offline) dan dapat dilakukan melalui dalam jaringan/daring (online) pada kondisi khusus,"
Peraturan_Akademik_2023,8,21,6,2023,berlaku,159,proses pembelajaran,"Dosen mengawali pembelajaran dikelas dengan memberikan pesan tentang adab, moral, etika dan bela negara kepada mahasiswa selama kurang lebih 5-10 menit. Bagian Keempat Satuan Kredit Semester (SKS)"
Peraturan_Akademik_2023,8,22,1,2023,berlaku,160,proses pembelajaran,"Beban belajar 1 (satu) SKS setara dengan 45 (empat puluh lima) jam per semester, dalam bentuk pembelajaran sesuai dengan kebutuhan untuk memenuhi capaian pembelajaran tiap-tiap prodi,"
Peraturan_Akademik_2023,8,22,2,2023,berlaku,161,proses pembelajaran,"1 (satu) sks pada proses pembelajaran berupa kuliah, atau tutorial, terdiri atas: a. kegiatan tatap muka 50 (lima puluh) menit per minggu per semester, b. kegiatan penugasan terstruktur 60 (enam puluh) menit per minggu per semester, dan c. kegiatan mandiri 60 (enam puluh) menit per minggu per semester."
Peraturan_Akademik_2023,8,22,3,2023,berlaku,162,proses pembelajaran,"1 (satu) sks pada proses pembelajaran berupa seminar atau bentuk lain yang sejenis, terdiri atas: a. kegiatan tatap muka 100 (seratus) menit per minggu per semester, dan b. kegiatan mandiri 70 (tujuh puluh) menit per minggu per semester."
Peraturan_Akademik_2023,8,22,4,2023,berlaku,163,proses pembelajaran,"1 (satu) sks pada proses pembelajaran berupa praktikum, praktik studio, praktik bengkel, praktik lapangan, penelitian, pengabdian kepada masyarakat, magang dan/ atau bentuk pembelajaran lain yang sejenis, 170 (seratus tujuh puluh) menit per minggu per semester,"
Peraturan_Akademik_2023,8,22,5,2023,berlaku,164,proses pembelajaran,"Perhitungan beban belajar dalam sistem blok, modul, atau bentuk lain ditetapkan sesuai dengan kebutuhan dalam memenuhi capaian pembelajaran. Bagian Kelima Registrasi Administratif"
Peraturan_Akademik_2023,8,23,1,2023,berlaku,165,proses pembelajaran,Mahasiswa memiliki status aktif apabila telah melakukan registrasi administratif dan registrasi akademik.
Peraturan_Akademik_2023,8,23,2,2023,berlaku,166,proses pembelajaran,"Registrasi administratif dilaksanakan pada awal semester, dengan cara melakukan pembayaran biaya pendidikan secara online melalui bank yang bekerjasama dengan UPN “Veteran” Jawa Timur dan melakukan her-registrasi secara online di SIAMIK,"
Peraturan_Akademik_2023,8,23,3,2023,berlaku,167,proses pembelajaran,Registrasi administratif mahasiswa bisa dibatalkan jika ternyata mahasiswa tidak mampu memenuhi persyaratan tahapan evaluasi pembelajaran. Bagian Keenam Registrasi Akademik
Peraturan_Akademik_2023,8,24,1,2023,berlaku,168,proses pembelajaran,Registrasi akademik dilaksanakan dengan melakukan pengisian Kartu Rencana Studi (KRS) melalui SIAMIK secara online sesuai dengan kurikulum yang berlaku untuk mahasiswa tersebut:
Peraturan_Akademik_2023,8,24,2,2023,berlaku,169,proses pembelajaran,Jumlah sks yang dapat diambil disesuaikan dengan IPS (Indeks Prestasi Semester) pada semester terakhir mahasiswa tersebut aktif:
Peraturan_Akademik_2023,8,24,3,2023,berlaku,170,proses pembelajaran,"Bagi mahasiswa baru, pada semester 1 dan 2 jumlah SKS yang dapat diambil maksimal 20 SKS,"
Peraturan_Akademik_2023,8,24,4,2023,berlaku,171,proses pembelajaran,"Jumlah SKS maksimum yang dapat diambil oleh mahasiswa Semester III ke atas pada setiap semester adalah sebagai berikut: IPS pada semester sebelumnya < 2,00 dapat mengambil 15 SKS; IPS pada semester sebelumnya 2,00 - 2,49 dapat mengambil 16 SKS; IPS pada semester sebelumnya 2,50 - 2,99 dapat mengambil 20 SKS; IPS pada semester sebelumnya ≥ 3,00 dapat mengambil 24 SKS;"
Peraturan_Akademik_2023,8,24,5,2023,berlaku,172,proses pembelajaran,"KRS tidak akan disetujui oleh pembimbing akademik apabila mahasiswa: a. mengambil mata kuliah yang jadwal kuliahnya berbenturan dengan mata kuliah lain: b. mengambil mata kuliah yang prasyaratnya belum terpenuhi, c. mengambil SKS melebihi jumlah SKS yang diperbolehkan,"
Peraturan_Akademik_2023,8,24,6,2023,berlaku,173,proses pembelajaran,"Apabila KRS ditolak, mahasiswa wajib memperbaiki KRS dan diajukan kembali untuk memperoleh persetujuan,"
Peraturan_Akademik_2023,8,24,7,2023,berlaku,174,proses pembelajaran,"Nama mahasiswa tidak akan tercatat dalam daftar peserta mata kuliah apabila KRS belum disetujui,"
Peraturan_Akademik_2023,8,24,8,2023,berlaku,175,proses pembelajaran,"Mahasiswa yang namanya tidak tercantum dalam daftar peserta mata kuliah tidak diizinkan mengikuti kuliah, ujian dan kegiatan lain dalam mata kuliah tersebut,"
Peraturan_Akademik_2023,8,24,9,2023,berlaku,176,proses pembelajaran,"Penggantian mata kuliah dapat dilakukan oleh mahasiswa selambat-lambatnya 1 (satu) minggu setelah kegiatan perkuliahan dimulai,"
Peraturan_Akademik_2023,8,24,10,2023,berlaku,177,proses pembelajaran,"Pembatalan mata kuliah dapat dilakukan oleh mahasiswa selambat- lambatnya pada akhir minggu ke-4 (empat) setelah kegiatan perkuliahan dimulai,"
Peraturan_Akademik_2023,8,24,11,2023,berlaku,178,proses pembelajaran,Penggantian maupun pembatalan mata kuliah harus mendapatkan persetujuan PA (Pembimbing Akademik):
Peraturan_Akademik_2023,8,24,12,2023,berlaku,179,proses pembelajaran,Mahasiswa yang tidak melakukan registrasi akademik sampai dengan 1 (satu minggu) setelah kegiatan perkuliahaan berjalan dinyatakan statusnya sebagai mahasiswa tidak aktif. Bagian Ketujuh Metode dan Bentuk Pembelajaran
Peraturan_Akademik_2023,8,25,1,2023,berlaku,180,proses pembelajaran,"Metode pembelajaran bersifat interaktif, holistik, integratif, saintifik, kontekstual, tematik, efektif, kolaboratif, dan berpusat pada mahasiswa, yaitu: a. Interaktif, mengutamakan proses interaksi dua arah antara mahasiswa dan Dosen. b. Holistik adalah terbentuknya pola pikir yang komprehensif dan luas dengan menginternalisasi keunggulan dan kearifan lokal maupun nasional. c. Integratif adalah dilakukan pendekatan antardisiplin dan multidisiplin. d.Saintifik adalah mengutamakan pendekatan ilmiah sehingga tercipta lingkungan akademik yang berdasarkan sistem nilai, norma, dan kaidah ilmu pengetahuan serta menjunjung tinggi nilai-nilai agama dan kebangsaan. e. Kontekstual adalah kemampuan menyelesaikan masalah dalam ranah keahliannya, f. Tematik adalah pembelajaran yang disesuaikan dengan karakteristik keilmuan Program Studi dan dikaitkan dengan permasalahan nyata melalui pendekatan transdisiplin. g. Efektif adalah pembelajaran yang berhasil guna dengan mementingkan internalisasi materi secara baik dan benar dalam kurun waktu yang optimum. h.Kolaboratif adalah pembelajaran bersama yang melibatkan interaksi antar individu pembelajar untuk menghasilkan kapitalisasi sikap, pengetahuan, dan keterampilan. ii Berpusat pada mahasiswa adalah pembelajaran yang mengutamakan pengembangan kreativitas, kapasitas, kepribadian, dan kebutuhan mahasiswa, serta mengembangkan kemandirian dalam mencari dan menemukan pengetahuan."
Peraturan_Akademik_2023,8,25,2,2023,berlaku,181,proses pembelajaran,"Penyelenggaraan proses pembelajaran diutamakan dengan metode Student Centered Learning (SCL), diantaranya adalah pembelajaran berbasis masalah/studi kasus (problem-based learning/cased-based learning), berbasis proyek (project-based learning): interactive skill (diskusi kelompok, bermain peran dan simulasi): pembelajaran kolaboratif, pembelajaran kooperatif atau metode pembelajaran lainnya yang efektif membantu pemenuhan capaian pembelajaran lulusan."
Peraturan_Akademik_2023,8,25,3,2023,berlaku,182,proses pembelajaran,"Bentuk pembelajaran yang dilakukan dapat berupa kuliah, responsi,tutorial, seminar, praktikum, praktik studio, praktik bengkel, praktik lapangan, praktik kerja, penelitian, perancangan, dan pengabdian masyarakat. Bagian Kedelapan Pembelajaran di Luar Program Studi"
Peraturan_Akademik_2023,8,26,1,2023,berlaku,183,proses pembelajaran,"Pembelajaran di luar Program Studi sebagaimana dimaksud pada pasal 18 ayat (6) merupakan proses pembelajaran yang terdiri atas: a. Pembelajaran dalam Program Studi lain pada Perguruan Tinggi yang sama, b. Pembelajaran dalam Program Studi yang sama pada Perguruan Tinggi yang berbeda, c. Pembelajaran dalam Program Studi lain pada Perguruan Tinggi yang berbeda, dan d. Pembelajaran pada lembaga non-Perguruan Tinggi."
Peraturan_Akademik_2023,8,26,2,2023,berlaku,184,proses pembelajaran,"Proses Pembelajaran di luar Program Studi sebagaimana dimaksud pada ayat (1) huruf b, huruf c, dan huruf d dilaksanakan berdasarkan perjanjian kerja sama/MoU antara Perguruan Tinggi dengan Perguruan Tinggi atau lembaga lain yang terkait,"
Peraturan_Akademik_2023,8,26,3,2023,berlaku,185,proses pembelajaran,"Proses Pembelajaran di luar Program Studi sebagaimana dimaksud pada ayat (1) merupakan kegiatan dalam program yang dapat ditentukan oleh Kementerian dan/atau pemimpin Perguruan Tinggi,"
